Console Name,Game Name,Original Name
FC,kame no ongaeshi urashima densetsu,Kame no Ongaeshi-Urashima Densetsu.nes
FC,kamen rider sd granshocker no yabou,Kamen Rider SD-Granshocker no Yabou.nes
FC,kawa no nushi tsuri,Kawa no Nushi Tsuri.nes
FC,kero kero keroppi no daibouken 2,Kero Kero Keroppi no Daibouken 2.nes
FC,keroppi to keroriinu no splash bomb,Keroppi to Keroriinu no Splash Bomb!.nes
FC,kinnikuman muscle tag match,Kinnikuman-Muscle Tag Match.nes
FC,musashi no ken tadaima shugyou chuu,Musashi no Ken-Tadaima Shugyou Chuu.nes
FC,saiyuuki world 2,Saiyuuki World 2.nes
FC,salad no kuni no tomato hime,Salad no Kuni no Tomato Hime.nes
FC,sangokushi ii haou no tairiku,Sangokushi II-Haou no Tairiku.nes
FC,sanrio carnival 2,Sanrio Carnival 2.nes
FC,sd hero soukessen,SD Hero Soukessen.nes
FC,seikima ii akuma no gyakushuu,Seikima II-Akuma no Gyakushuu.nes
FC,shounen ashibe nepal daibouken no maki,Shounen Ashibe-Nepal Daibouken no Maki.nes
FC,taiwan mahjong tai wan ma que 16,Taiwan Mahjong-Tai Wan Ma Que 16.nes
FC,taiyou no yuusha firebird,Taiyou no Yuusha Firebird.nes
FC,tanigawa kouji no shougi shinan 2,Tanigawa Kouji no Shougi Shinan 2.nes
FC,tanigawa kouji no shougi shinan 3,Tanigawa Kouji no Shougi Shinan 3.nes
FC,tantei jinguuji saburou,Tantei Jinguuji Saburou.nes
FC,tashiro masashi no princess ga ippai,Tashiro Masashi no Princess ga Ippai.nes
FC,tatakai no banka,Tatakai no Banka.nes
FC,tenchi wo kurau 1,Tenchi wo Kurau 1.nes
FC,tenchi wo kurau 2,Tenchi wo Kurau 2.nes
FC,tetsudou ou famicom boardgame,Tetsudou Ou-Famicom Boardgame.nes
FC,tokoro san no mamoru mo semeru mo,Tokoro San no Mamoru mo Semeru mo.nes
FC,tom sawyer no bouken,Tom Sawyer no Bouken.nes
FC,urusei yatsura lum no wedding bell,Urusei Yatsura-Lum no Wedding Bell.nes
FC,volleyball q,Volleyball Q.nes
FC,wagan land 1,Wagan Land 1.nes
FC,wagan land 2,Wagan Land 2.nes
FC,wagan land 3,Wagan Land 3.nes
FC,wai wai world 2 sos   paseri jou,Wai Wai World 2-SOS!! Paseri Jou.nes
FC,wai wai world,Wai Wai World.nes
FC,fc cache6,FC_cache6.db
GB,donkey kong land,Donkey Kong Land.gb
GB,donkey kong land 2,Donkey Kong Land 2.gb
GB,donkey kong land 3,Donkey Kong Land 3.gb
GB,double dragon,Double Dragon.gb
GB,double dragon 2,Double Dragon 2.gb
GB,double dragon 3,Double Dragon 3.gb
GB,battletoads and double dragon,Battletoads & Double Dragon.gb
GB,donkey kong,Donkey Kong.gb
GB,legend of zelda,The Legend of Zelda.gb
GB,wario blast,Wario Blast.gb
GB,mega man 1,Mega Man 1.gb
GB,mega man 2,Mega Man 2.gb
GB,mega man 3,Mega Man 3.gb
GB,mega man 4,Mega Man 4.gb
GB,mega man 5,Mega Man 5.gb
GB,contra  alien wars,Contra-The Alien Wars.gb
GB,contra spirits,Contra Spirits.gb
GB,king of fighters heat of battle,The King of Fighters-Heat of Battle.gb
GB,king of fighters 95,The King of Fighters 95.gb
GB,king of fighters 96,The King of Fighters 96.gb
GB,king of fighters 97,The King of Fighters 97.gb
GB,king of fighters 98,The King of Fighters 98.gb
GB,king of fighters 99,The King of Fighters 99.gb
GB,castlevania legends,Castlevania-Legends.gb
GB,castlevania 2 belmont s revenge,Castlevania 2-Belmont's Revenge.gb
GB,castlevania dracula s curse,Castlevania-Dracula's Curse.gb
GB,castlevania adventure,The Castlevania Adventure.gb
GB,catrap,Catrap.gb
GB,kid icarus of myths and monsters,Kid Icarus-Of Myths and Monsters.gb
GB,motocross maniacs,Motocross Maniacs.gb
GB,ms  pac man,Ms. Pac-Man.gb
GB,pac in time,Pac-In-Time.gb
GB,pac man,Pac-Man.gb
GB,world heros jet,World Heros Jet.gb
GB,adventure island,Adventure Island.gb
GB,adventure island 2,Adventure Island 2.gb
GB,alien 3,Alien 3.gb
GB,alien vs predator,Alien vs Predator.gb
GB,harvest moon,Harvest Moon.gb
GB,kirby s dream land 2,Kirby's Dream Land 2.gb
GB,metroid 2 return of samus,Metroid 2-Return of Samus.gb
GB,spider man,Spider-Man.gb
GB,spider man 2,Spider-Man 2.gb
GB,spider man 3,Spider-Man 3.gb
GB,spider man and  x men,Spider-Man and the X-Men.gb
GB,street fighter 2,Street Fighter 2.gb
GB,final fantasy adventure,Final Fantasy Adventure.gb
GB,final fantasy legend,Final Fantasy Legend.gb
GB,final fantasy legend ii,Final Fantasy Legend II.gb
GB,final fantasy legend iii,Final Fantasy Legend III.gb
GB,aero star,Aero Star.gb
GB,agro soar,Agro Soar.gb
GB,aladdin,Aladdin.gb
GB,alfred chicken,Alfred Chicken.gb
GB,ace striker,Ace Striker.gb
GB,adventures of lolo,Adventures of Lolo.gb
GB,alleyway,Alleyway.gb
GB,animaniacs,Animaniacs.gb
GB,arkanoid,Arkanoid.gb
GB,asteroids and missile command,Asteroids & Missile Command.gb
GB,asteroids,Asteroids.gb
GB,avenging spirit,Avenging Spirit.gb
GB,b c  kid,B.C. Kid.gb
GB,batman   return of  joker,Batman - Return of the Joker.gb
GB,batman    animated series,Batman - The Animated Series.gb
GB,batman forever,Batman Forever.gb
GB,batman,Batman.gb
GB,battle arena toshinden,Battle Arena Toshinden.gb
GB,battleship,Battleship.gb
GB,battletoads in ragnarok s world,Battletoads in Ragnarok's World.gb
GB,battletoads,Battletoads.gb
GB,beavis and butthead,Beavis and Butthead.gb
GB,beetlejuice,Beetlejuice.gb
GB,best of  best,Best of the Best .gb
GB,bionic commando,Bionic Commando.gb
GB,blaster master boy,Blaster Master Boy.gb
GB,bokemob v2 2,Bokemob V2.2.gb
GB,bomb jack,Bomb Jack.gb
GB,bomberman,Bomberman.gb
GB,bonk s adventure,Bonk's Adventure.gb
GB,brainbender,Brainbender.gb
GB,bubble bobble part 2,Bubble Bobble Part 2.gb
GB,bubble bobble,Bubble Bobble.gb
GB,bugs bunny crazy castle ii,Bugs Bunny-Crazy Castle II.gb
GB,bugs bunny,Bugs Bunny.gb
GB,burai fighter deluxe,Burai Fighter Deluxe.gb
GB,burger time deluxe,Burger Time Deluxe.gb
GB,bust a move 2,Bust-a-Move 2.gb
GB,caesars palace,Caesars Palace.gb
GB,castle quest,Castle Quest.gb
GB,chessmaster,Chessmaster.gb
GB,cool spot,Cool Spot.gb
GB,crash,Crash.gb
GB,cricket,Cricket.gb
GB,crystal quest,Crystal Quest.gb
GB,daffy duck  marvin missions,Daffy Duck-The Marvin Missions.gb
GB,darkwing duck,Darkwing Duck.gb
GB,dig dug,Dig Dug.gb
GB,disney s mulan,Disney's Mulan.gb
GB,dragon s lair  legend,Dragon's Lair-The Legend.gb
GB,duck tales 2,Duck Tales 2.gb
GB,duck tales,Duck Tales.gb
GB,duke nukem,Duke Nukem.gb
GB,earthworm jim,Earthworm Jim.gb
GB,elevator action,Elevator Action.gb
GB,f 1 pole position,F-1 Pole Position.gb
GB,fatal fury,Fatal Fury.gb
GB,felix  cat,Felix the Cat.gb
GB,fifa international soccer,FIFA International Soccer.gb
GB,fifa soccer  96,FIFA Soccer '96.gb
GB,fifa soccer  98,FIFA Soccer '98.gb
GB,fire dragon,Fire Dragon.gb
GB,fist of  north star,Fist of the North Star.gb
GB,galaga and galaxian,Galaga & Galaxian.gb
GB,game genie,Game Genie.gb
GB,gargoyle s quest ghosts n goblins,Gargoyle's Quest-Ghosts'n Goblins.gb
GB,gauntlet ii,Gauntlet II.gb
GB,ghostbusters 2,Ghostbusters 2.gb
GB,godzilla,Godzilla.gb
GB,gradius  interstellar assault,Gradius-The Interstellar Assault.gb
GB,hercules,Hercules.gb
GB,home alone 1,Home Alone 1.gb
GB,home alone 2,Home Alone 2.gb
GB,humans,Humans.gb
GB,indiana jones and  last crusade,Indiana Jones and the Last Crusade.gb
GB,ironman   x o manowar in heavy metal,Ironman - X-O Manowar in Heavy Metal.gb
GB,james bond 007,James Bond 007.gb
GB,jurassic park 1,Jurassic Park 1.gb
GB,jurassic park 2  chaos continues,Jurassic Park 2-The Chaos Continues.gb
GB,kid dracula,Kid Dracula.gb
GB,knight quest,Knight Quest.gb
GB,kung fu master,Kung-Fu Master.gb
GB,kwirk,Kwirk.gb
GB,legend of  river king,Legend of the River King.gb
GB,looney tunes,Looney Tunes.gb
GB,men in black  series,Men In Black-The Series.gb
GB,mickey mouse   magic wand,Mickey Mouse - Magic Wand.gb
GB,mickey mouse,Mickey Mouse.gb
GB,mickey s ultimate challenge,Mickey's Ultimate Challenge.gb
GB,micro machines,Micro Machines.gb
GB,mighty morphin power rangers  movie,Mighty Morphin Power Rangers-The Movie.gb
GB,mighty morphin power rangers,Mighty Morphin Power Rangers.gb
GB,monopoly,Monopoly.gb
GB,mortal kombat 1,Mortal Kombat 1.gb
GB,mortal kombat 2,Mortal Kombat 2.gb
GB,mortal kombat 3,Mortal Kombat 3.gb
GB,mortal kombat 4,Mortal Kombat 4.gb
GB,mystical ninja,Mystical Ninja.gb
GB,nba jam,NBA Jam.gb
GB,ninja boy,Ninja Boy.gb
GB,ninja gaiden shadow,Ninja Gaiden Shadow.gb
GB,ninja ryukenden,Ninja Ryukenden.gb
GB,paperboy 2,Paperboy 2.gb
GB,pocahontas,Pocahontas.gb
GB,poke mission  97,Poke Mission '97.gb
GB,prince of persia,Prince of Persia.gb
GB,prophecy  viking child,Prophecy-The Viking Child.gb
GB,r type 2,R-Type 2.gb
GB,rayman,Rayman.gb
GB,real ghostbusters,Real Ghostbusters.gb
GB,reservoir rat,Reservoir Rat.gb
GB,robocop 2,Robocop 2.gb
GB,samurai shodown,Samurai Shodown.gb
GB,shadow warriors,Shadow Warriors.gb
GB,skate or die bad  n rad,Skate or Die-Bad 'N Rad.gb
GB,small soldiers,Small Soldiers.gb
GB,snow bros jr,Snow Bros Jr..gb
GB,soccer,Soccer.gb
GB,speedy gonzales,Speedy Gonzales.gb
GB,super james pond,Super James Pond.gb
GB,t2  arcade game,T2-The Arcade Game.gb
GB,takahashi meijin no boukenjima ii,Takahashi Meijin no Boukenjima II.gb
GB,tecmo bowl,Tecmo Bowl.gb
GB,teenage mutant hero turtles 3,Teenage Mutant Hero Turtles 3.gb
GB,teenage mutant ninja turtles 2,Teenage Mutant Ninja Turtles 2.gb
GB,teenage mutant ninja turtles 3 radical rescue,Teenage Mutant Ninja Turtles 3-Radical Rescue.gb
GB,teenage mutant ninja turtles back from  sewers,Teenage Mutant Ninja Turtles-Back From the Sewers.gb
GB,teenage mutant ninja turtles fall of  foot clan,Teenage Mutant Ninja Turtles-Fall of the Foot Clan.gb
GB,terminator 2 judgment day,Terminator 2-Judgment Day.gb
GB,addams family pugsley s scavenger hunt,The Addams Family-Pugsley's Scavenger Hunt.gb
GB,addams family,The Addams Family.gb
GB,adventures of pinocchio,The Adventures of Pinocchio.gb
GB,battle of olympus,The Battle of Olympus.gb
GB,flash,The Flash.gb
GB,flintstones,The Flintstones.gb
GB,jungle book,The Jungle Book.gb
GB,little mermaid,The Little Mermaid.gb
GB,simpsons bart and  beanstalk,The Simpsons-Bart & the Beanstalk.gb
GB,simpsons bart vs  juggernauts,The Simpsons-Bart vs the Juggernauts.gb
GB,simpsons escape from camp deadly,The Simpsons-Escape from Camp Deadly.gb
GB,simpsons krusty s funhouse,The Simpsons-Krusty's Funhouse.gb
GB,smurfs 2,The Smurfs 2.gb
GB,smurfs 3,The Smurfs 3.gb
GB,tintin in tibet,Tintin in Tibet.gb
GB,tiny toon adventures 1,Tiny Toon Adventures 1.gb
GB,tiny toon adventures 2 montana s movie madness,Tiny Toon Adventures 2-Montana's Movie Madness.gb
GB,tiny toon adventures 3,Tiny Toon Adventures 3.gb
GB,tom and jerry part 2,Tom & Jerry Part 2.gb
GB,tom and jerry,Tom & Jerry.gb
GB,tony hawk s pro skater,Tony Hawk's Pro Skater.gb
GB,toy story,Toy Story.gb
GB,track and field,Track & Field.gb
GB,trip world,Trip World.gb
GB,turok battle of  bionosaurs,Turok-Battle of the Bionosaurs.gb
GB,ultraman chou toushi gekiden,Ultraman Chou Toushi Gekiden.gb
GB,wave race,Wave Race.gb
GB,wcw main event,WCW Main Event.gb
GB,who framed roger rabbit,Who Framed Roger Rabbit.gb
GB,wizardry gaiden 2 curse of  ancient emperor,Wizardry Gaiden 2-Curse of the Ancient Emperor.gb
GB,wizardry gaiden 3 scripture of  dark,Wizardry Gaiden 3-Scripture of the Dark.gb
GB,wizards and warriors chapter x  fortress of fear,Wizards & Warriors Chapter X-The Fortress of Fear.gb
GB,worms,Worms.gb
GB,wwf raw,WWF Raw.gb
GB,wwf superstars 1,WWF Superstars 1.gb
GB,wwf superstars 2,WWF Superstars 2.gb
GB,wwf king of  ring,WWF-King of the Ring.gb
GB,zen intergalactic ninja,Zen-Intergalactic Ninja.gb
GB,a force  game 4 of sachen 4 in 1 volume 6,A-Force (Game 4 of Sachen 4-in-1 Volume 6).gb
GB,alien olympics 2044 ad,Alien Olympics 2044 AD.gb
GB,altered space,Altered Space.gb
GB,amazing penguin,Amazing Penguin.gb
GB,amazing tater,Amazing Tater.gb
GB,artic zone  game 1 of sachen 4 in 1 volume 5,Artic Zone (Game 1 of Sachen 4-in-1 Volume 5).gb
GB,atomic punk,Atomic Punk.gb
GB,attack of  killer tomatoes,Attack of the Killer Tomatoes.gb
GB,baby t rex,Baby T-Rex.gb
GB,barbie game girl,Barbie-Game Girl.gb
GB,bases loaded,Bases Loaded.gb
GB,battle unit zeoth,Battle Unit Zeoth.gb
GB,battle zone and super breakout,Battle Zone & Super Breakout.gb
GB,beethoven s 2nd,Beethoven's 2nd.gb
GB,bill and ted s excellent gb adventure,Bill and Ted's Excellent GB Adventure.gb
GB,bill elliott s nascar fast track,Bill Elliott's NASCAR Fast Track.gb
GB,bionic battler,Bionic Battler.gb
GB,bo jackson hit and run,Bo Jackson Hit and Run.gb
GB,boggle plus,Boggle Plus.gb
GB,bonk s revenge,Bonk's Revenge.gb
GB,boomer s adventure in asmik world,Boomer's Adventure in ASMIK World.gb
GB,boulder dash,Boulder Dash.gb
GB,boxing,Boxing.gb
GB,boxxle 1,Boxxle 1.gb
GB,boxxle 2,Boxxle 2.gb
GB,boy and his blob  a rescue of princess blobette,"Boy and His Blob, A-Rescue of Princess Blobette.gb"
GB,brain drain,Brain Drain.gb
GB,bram stoker s dracula,Bram Stoker's Dracula.gb
GB,break thru,Break Thru!.gb
GB,bubble ghost,Bubble Ghost.gb
GB,bubsy 2,Bubsy 2.gb
GB,bug s life  a,"Bug's Life, A.gb"
GB,bust a move 3,Bust-a-Move 3.gb
GB,bust a move 4,Bust-a-Move 4.gb
GB,buster brothers,Buster Brothers.gb
GB,casino funpak,Casino Funpak.gb
GB,casper,Casper.gb
GB,castelian,Castelian.gb
GB,centipede,Centipede.gb
GB,chase hq,Chase HQ.gb
GB,choplifter 2,Choplifter 2.gb
GB,choplifter 3,Choplifter 3.gb
GB,chuck rock,Chuck Rock.gb
GB,cliffhanger,Cliffhanger.gb
GB,college slam,College Slam.gb
GB,contra fidgetts,Contra Fidgetts.gb
GB,cool world,Cool World.gb
GB,cosmo tank,Cosmo Tank.gb
GB,crazy burger,Crazy Burger.gb
GB,cutthroat island,Cutthroat Island.gb
GB,cyraid,Cyraid.gb
GB,daedalean opus,Daedalean Opus.gb
GB,darkman,Darkman.gb
GB,days of thunder,Days of Thunder.gb
GB,dead heat scramble,Dead Heat Scramble.gb
GB,deep final mission,Deep-Final Mission.gb
GB,defender joust,Defender-Joust.gb
GB,dennis  menace,Dennis the Menace.gb
GB,dexterity,Dexterity.gb
GB,dick tracy,Dick Tracy.gb
GB,double dribble 5 on 5,Double Dribble-5 on 5.gb
GB,dr franken 1,Dr Franken 1.gb
GB,dr franken 2,Dr Franken 2.gb
GB,dragon heart,Dragon Heart.gb
GB,dropzone,Dropzone.gb
GB,duck adventures  game 4 of sachen 4 in 1 volume 1,Duck Adventures (Game 4 of Sachen 4-in-1 Volume 1).gb
GB,ecw hardcore revolution,ECW Hardcore Revolution.gb
GB,elite soccer,Elite Soccer.gb
GB,extra bases,Extra Bases!.gb
GB,f 15 strike eagle,F-15 Strike Eagle.gb
GB,faceball 2000,Faceball 2000.gb
GB,fastest lap,Fastest Lap.gb
GB,ferrari grand prix challenge,Ferrari-Grand Prix Challenge.gb
GB,fifa soccer  97,FIFA Soccer '97.gb
GB,fighting simulator 2 in 1,Fighting Simulator 2-in-1.gb
GB,final fantasy 4,Final Fantasy 4.gb
GB,fire fighter,Fire Fighter.gb
GB,fish dude,Fish Dude.gb
GB,flipull,Flipull.gb
GB,football international,Football International.gb
GB,foreman for real,Foreman for Real.gb
GB,fortified zone,Fortified Zone.gb
GB,frank thomas  big hurt baseball,Frank Thomas' Big Hurt Baseball.gb
GB,frogger,Frogger.gb
GB,garfield labyrinth,Garfield Labyrinth.gb
GB,gb cache6,GB_cache6.db
GB,gex enter  gecko,Gex-Enter the Gecko.gb
GB,goal,Goal!.gb
GB,hal wrestling,Hal Wrestling.gb
GB,heavyweight championship boxing,Heavyweight Championship Boxing.gb
GB,hit  ice,Hit the Ice.gb
GB,hook,Hook.gb
GB,hudson hawk,Hudson Hawk.gb
GB,in your face,In Your Face.gb
GB,international superstar soccer,International Superstar Soccer.gb
GB,ishido,Ishido.gb
GB,itchy and scratchy minature golf madness,Itchy & Scratchy-Minature Golf Madness.gb
GB,jack nicklaus golf,Jack Nicklaus Golf.gb
GB,jeep jamboree,Jeep Jamboree.gb
GB,jeopardy  sports edition,Jeopardy!-Sports Edition.gb
GB,jeopardy  teen tournament,Jeopardy!-Teen Tournament.gb
GB,jeopardy,Jeopardy.gb
GB,joe and mac,Joe & Mac.gb
GB,jordan vs bird,Jordan vs Bird.gb
GB,judge dredd,Judge Dredd.gb
GB,jungle strike,Jungle Strike.gb
GB,kingdom crusade,Kingdom Crusade.gb
GB,knal fantasy adventure,Knal Fantasy Adventure.gb
GB,lamborghini american challenge,Lamborghini American Challenge.gb
GB,las vegas cool hand,Las Vegas Cool Hand.gb
GB,last action hero,Last Action Hero.gb
GB,lazlos  leap,Lazlos' Leap.gb
GB,legend of prince valiant,Legend of Prince Valiant.gb
GB,lemmings,Lemmings.gb
GB,lethal weapon,Lethal Weapon.gb
GB,little indian in big city,Little Indian in Big City.gb
GB,loopz,Loopz.gb
GB,madden  95,Madden '95.gb
GB,madden  96,Madden '96.gb
GB,madden  97,Madden '97.gb
GB,maru s mission,Maru's Mission.gb
GB,metal masters,Metal Masters.gb
GB,mickey s chase,Mickey's Chase.gb
GB,millipede centipede,Millipede-Centipede.gb
GB,monster truck wars,Monster Truck Wars.gb
GB,muhammad ali s boxing,Muhammad Ali's Boxing.gb
GB,nba all star challenge 2,NBA All Star Challenge 2.gb
GB,nba jam  99,NBA Jam '99.gb
GB,nba jam tournament edition,NBA Jam Tournament Edition.gb
GB,nba live 96,NBA Live 96.gb
GB,nfl football,NFL Football.gb
GB,nfl quarterback club  96,NFL Quarterback Club '96.gb
GB,nfl quarterback club  1993,NFL Quarterback Club (1993).gb
GB,nhl hockey 95,NHL Hockey 95.gb
GB,nhl hockey 96,NHL Hockey 96.gb
GB,ninja boy 2,Ninja Boy 2.gb
GB,paperboy,Paperboy.gb
GB,pga european tour,PGA European Tour.gb
GB,pga tour  96,PGA Tour '96.gb
GB,pipe dream,Pipe Dream.gb
GB,pit fighter,Pit Fighter.gb
GB,pitfall   beyond  jungle,Pitfall - Beyond the Jungle.gb
GB,power racer,Power Racer.gb
GB,primal rage,Primal Rage.gb
GB,r type,R-Type.gb
GB,rampage world tour,Rampage-World Tour.gb
GB,skate or die tour de thrash,Skate or Die-Tour de Thrash.gb
GB,sneaky snakes,Sneaky Snakes.gb
GB,solitaire funpack,Solitaire Funpack.gb
GB,spud s adventure,Spud's Adventure.gb
GB,spy vs spy operation boobytrap,Spy vs Spy-Operation Boobytrap.gb
GB,tale spin,Tale Spin.gb
GB,tasmania story,Tasmania Story.gb
GB,taz mania 1,Taz-Mania 1.gb
GB,taz mania 2,Taz-Mania 2.gb
GB,tesserae,Tesserae.gb
GB,adventures of rocky and bullwinkle,The Adventures of Rocky and Bullwinkle.gb
GB,adventures of star saver,The Adventures of Star Saver.gb
GB,blues brothers jukebox adventure,The Blues Brothers-Jukebox Adventure.gb
GB,blues brothers,The Blues Brothers.gb
GB,getaway,The Getaway.gb
GB,hunchback of notre dame,The Hunchback of Notre Dame.gb
GB,jetsons,The Jetsons.gb
GB,lawnmower man,The Lawnmower Man.gb
GB,lemmings 2 tribes,The Lemmings 2-Tribes.gb
GB,lion king,The Lion King.gb
GB,xvii olympic winter games lillehammer 1994,The XVII Olympic Winter Games-Lillehammer 1994.gb
GB,top gun 2,Top Gun 2.gb
GB,top ranking tennis,Top Ranking Tennis.gb
GB,toxic crusaders,Toxic Crusaders.gb
GB,track meet,Track Meet.gb
GB,trap and turn,Trap & Turn.gb
GB,trax,Trax.gb
GB,true lies,True Lies.gb
GB,turok 2 seeds of evil,Turok 2-Seeds of Evil.gb
GB,water world,Water World.gb
GB,wheel of fortune,Wheel of Fortune.gb
GB,wildsnake,WildSnake.gb
GB,winter gold,Winter Gold.gb
GB,wordtris,Wordtris.gb
GB,wordzap,Wordzap.gb
GB,world circuit series,World Circuit Series.gb
GB,world cup  98,World Cup '98.gb
GB,world cup usa  94,World Cup USA '94.gb
GB,world heroes 2 jet,World Heroes 2 Jet.gb
GB,worm visitor  game 4 of sachen 4 in 1 volume 5,Worm Visitor (Game 4 of Sachen 4-in-1 Volume 5).gb
GB,wwf warzone,WWF Warzone.gb
GB,yogi bear in yogi bear s goldrush,Yogi Bear in Yogi Bear's Goldrush.gb
GBA,pokemon emerald version,Pokemon Emerald Version.gba
GBA,pokemon ruby,Pokemon Ruby.gba
GBA,pokemon saphire,Pokemon Saphire.gba
GBA,pokemon fire red,Pokemon Fire Red.gba
GBA,pokemon leaf green,Pokemon Leaf Green.gba
GBA,pokemon mystery dungeon red rescue team,Pokemon Mystery Dungeon-Red Rescue Team.gba
GBA,golden sun,Golden Sun.gba
GBA,tekken advance,Tekken Advance.gba
GBA,crash bandicoot,Crash Bandicoot.gba
GBA,crash bandicoot 2,Crash Bandicoot 2.gba
GBA,crash nitro kart,Crash Nitro Kart.GBA
GBA,crash bandicoot fusion,Crash Bandicoot Fusion.gba
GBA,crash of  titans,Crash of the Titans.gba
GBA,donkey kong country 1,Donkey Kong Country 1.gba
GBA,donkey kong country 2,Donkey Kong Country 2.gba
GBA,donkey kong country 3,Donkey Kong Country 3.gba
GBA,sonic advance,Sonic Advance.gba
GBA,sonic advance 2,Sonic Advance 2.gba
GBA,sonic advance 3,Sonic Advance 3.gba
GBA,sonic battle,Sonic Battle.gba
GBA,rayman advance,Rayman Advance.gba
GBA,rayman hoodlums revenge,Rayman-Hoodlums Revenge.gba
GBA,rayman raving rabbits,Rayman Raving Rabbits.gba
GBA,rayman 3,Rayman 3.gba
GBA,king of fighters ex1,The King Of Fighters EX1.gba
GBA,king of  fighter ex2,The king of the fighter EX2.gba
GBA,metal slug advance,Metal Slug Advance.gba
GBA,dragon ball ad adv,Dragon Ball-Ad Adv.gba
GBA,kirby nightmare in dreamland,Kirby Nightmare In Dreamland.gba
GBA,kirby and  amazing mirror,Kirby And The Amazing Mirror.gba
GBA,driv3r,Driv3r.gba
GBA,spyro season of ice,Spyro-Season of Ice.gba
GBA,spyro 2 season of flame,Spyro 2-Season Of Flame.gba
GBA,spyro attack of  rhynocs,Spyro-Attack of the Rhynocs.gba
GBA,spyro orange  cortex conspiracy,Spyro Orange the Cortex Conspiracy.gba
GBA,legend of spyro  eternal night,The Legend of Spyro-The Eternal Night.gba
GBA,legend of spyro   a new beginning,The Legend of Spyro - A New Beginning.gba
GBA,world soccer winning 11,World Soccer Winning 11.gba
GBA,ct special forces,CT Special Forces.gba
GBA,ct special forces 2,CT Special Forces 2.gba
GBA,contra advance,Contra Advance.gba
GBA,final fantasy i and ii dawn of souls,Final Fantasy I & II-Dawn of Souls.gba
GBA,final fantasy tactics advance,Final Fantasy Tactics Advance.gba
GBA,final fantasy iv,Final Fantasy IV.gba
GBA,final fantasy v,Final Fantasy V.gba
GBA,final fantasy vi,Final Fantasy VI.gba
GBA,wario land 4,Wario Land 4.gba
GBA,wario ware inc,Wario Ware Inc.gba
GBA,wario ware twisted,Wario Ware Twisted!.gba
GBA,yggdra union,Yggdra Union.gba
GBA,mortal kombat advance,Mortal Kombat Advance.gba
GBA,mortal kombat deadly alliance,Mortal Kombat Deadly Alliance.gba
GBA,mortal kombat tournament edition,Mortal Kombat Tournament Edition.gba
GBA,megaman zero 1,Megaman Zero 1.gba
GBA,megaman zero 2,Megaman Zero 2.gba
GBA,megaman zero 3,Megaman Zero 3.gba
GBA,megaman zero 4,Megaman Zero 4.gba
GBA,megaman and bass,MegaMan & Bass.gba
GBA,harvest moon mineral town,Harvest Moon-Mineral Town.gba
GBA,harvest moon more friends of mineral town,Harvest Moon-More Friends of Mineral Town.gba
GBA,fire emblem  sacred stones,Fire Emblem-The Sacred Stones.gba
GBA,fire emblem,Fire Emblem.GBA
GBA,super street fighter ii turbo revival,Super street fighter II turbo-revival.gba
GBA,street fighter alpha 3,Street Fighter Alpha 3.gba
GBA,super puzzle fighter ii,Super Puzzle Fighter II.gba
GBA,castlevania circle of  moon,Castlevania-Circle of the Moon.gba
GBA,castlevania harmony of dissonance,Castlevania-Harmony Of Dissonance.gba
GBA,castlevania aria of sorrow,Castlevania-Aria Of Sorrow.gba
GBA,legend of zelda link to  past,The Legend Of Zelda-Link To The Past.gba
GBA,legend of zelda  minish cap,The Legend of Zelda-The Minish Cap.gba
GBA,shining soul,Shining Soul.gba
GBA,shining soul ii,Shining Soul II.gba
GBA,metroid zero mission,Metroid Zero Mission.gba
GBA,metroid fusion,Metroid Fusion.gba
GBA,spiderman mysterio s menace,Spiderman-Mysterio's Menace.gba
GBA,spider man 2,Spider-Man 2.gba
GBA,spider man 3,Spider-Man 3.gba
GBA,spider man  movie,Spider-Man-The Movie.gba
GBA,ultimate spider man,Ultimate Spider-Man.gba
GBA,spider man battle for new york,Spider-Man-Battle For New York.gba
GBA,teenage mutant ninja turtles,Teenage mutant ninja turtles.gba
GBA,teenage mutant ninja turtles 2,Teenage Mutant Ninja Turtles 2.gba
GBA,tmnt,TMNT.gba
GBA,urbz sims in  city,The Urbz-Sims in the city.gba
GBA,sims 2,The Sims 2.gba
GBA,monster rancher advance 1,Monster Rancher Advance 1.gba
GBA,monster rancher advance 2,Monster Rancher Advance 2.gba
GBA,super robot taisen og 1,Super Robot Taisen OG 1.gba
GBA,super robot taisen og 2,Super Robot Taisen OG 2.gba
GBA,harry potter and  sorcerer s stone,Harry Potter and the Sorcerer's Stone.gba
GBA,harry potter and  chamber of secrets,Harry Potter and The Chamber of Secrets.gba
GBA,harry potter and  prisoner of azkaban,Harry Potter and the Prisoner of Azkaban.gba
GBA,harry potter and  goblet of fire,Harry Potter and the Goblet of Fire.gba
GBA,harry potter and  order of  phoenix,Harry Potter and the Order of the Phoenix.gba
GBA,american idol,American Idol.gba
GBA,bionicle heroes,Bionicle Heroes.gba
GBA,charlotte s web,Charlotte's Web.gba
GBA,disney sports football,Disney Sports Football.gba
GBA,disney sports skateboarding,Disney Sports Skateboarding.gba
GBA,disney sports snowboarding,Disney Sports Snowboarding.gba
GBA,dogz 2,Dogz 2.gba
GBA,duel masters shadow of  code,Duel Masters-Shadow of the Code.gba
GBA,dynasty warriors advance,Dynasty Warriors Advance.gba
